OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
39401,004501087,N,RESIDENCIAL,1299359,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AB479E9F-9565-432C-943A-F5E32E7E21FA},"-74,1268377609667","4,627525450656571"
39402,004501077,N,BODEGAS,158145,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{05E706ED-2C4F-4A85-A497-290F2102D7BC},"-74,12722833753386","4,625981673393599"
39434,008220071,N,LOTES,229671,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FC68CA48-9389-4C30-AB7F-4AF279F059C9},"-74,06049954573696","4,630046659387716"
39592,008110028,N,LOTES,198682,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6CA90AB9-1E24-486D-BD3E-4BEC463F38B0},"-74,05962875552558","4,627130475316774"
39595,008110020,N,LOTES,74668,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0AAF4E5B-8048-4444-836D-941529E7A2B9},"-74,0556220039741","4,625895200987981"
39596,008110021,N,LOTES,82895,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{57869CDF-39EC-412F-BDE1-F4851D316905},"-74,05510577440262","4,626887354852121"
39633,004206003,N,RESIDENCIAL,1629346,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F4CA28F1-B41F-4411-ABF4-7BF37B8F8935},"-74,10728225885478","4,618401602992577"
39636,004206022,N,RESIDENCIAL,1522453,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{703BEDA1-93A8-43F4-B310-66769B3CAA45},"-74,11028278193506","4,619029915462072"
39637,004206023,N,LOTES,944130,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7D713825-479F-4EA5-B622-5D9A744483A5},"-74,11064947584246","4,618348754583212"
39666,004206071,N,LOTES,591896,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AA36EB7F-B92B-4CF0-B4AB-9538D962727C},"-74,10952769140204","4,618166038008361"
39724,004401034,N,BODEGAS,348043,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CB0F0DF8-7B0D-4E6C-B51C-5DEA7BDD7CB0},"-74,12436598573082","4,609661054730285"
39761,008110005,N,RESIDENCIAL,293312,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8543178B-49F9-403E-B1F7-434303932CF3},"-74,0597387492929","4,627483397928822"
39765,008110015,N,RESIDENCIAL,284411,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E2CF1853-1439-46F3-AA11-D2F7AAB78F3E},"-74,05687957811575","4,625858559829104"
39766,008110016,N,RESIDENCIAL,261588,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{166EC45E-4047-4724-B45E-C20A544EBBFE},"-74,05640897290215","4,625867890113954"
39808,004104010,N,BODEGAS,1700298,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4C93B412-2030-48B9-81C8-9EA6C8235891},"-74,0858024138928","4,599052533625059"
39843,004104013,N,BODEGAS,1769722,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{947C7545-E94A-43B0-8073-9C4E37837C71},"-74,08640230333427","4,5994817990918335"
39844,004104014,N,BODEGAS,1838786,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{01D51EDB-428A-4E9D-B1B8-4C27269D4D35},"-74,08716126218039","4,599240731283912"
39880,004104024,N,COMERCIO,484500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{06DFB286-A66B-48AF-BC0F-F531F3D4807E},"-74,0876862741062","4,60085429749151"
39920,007207009,N,COMERCIO,2173066,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2A290C2D-AA8F-46B9-A6F3-B0740FF322B9},"-74,07604632861921","4,6428694214157"
39921,007207010,N,LOTES,2151217,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CF4AF83B-68B0-4DD8-B390-6DC4C9515563},"-74,07627461274036","4,64161887885986"
39998,004501017,N,RESIDENCIAL,1122000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4272461A-02DE-4625-A452-C7D62584226C},"-74,1312190157725","4,628305018746829"
40034,003109022,N,OTROS,1768832,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E5FDE651-E760-4C56-92AF-4CFB8C4D3312},"-74,07009425942184","4,602615574944863"
40111,007104033,N,OFICINAS,2046362,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{ABE8507A-AC5D-485C-9DD7-C94FB66146A2},"-74,07344660673473","4,623201025710565"
40112,007104037,N,LOTES,2125888,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3D8909D2-A30F-4ABB-9790-B1B9AE18D380},"-74,07415112885978","4,623325015652947"
40197,004402057,N,RESIDENCIAL,1342612,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F4114FD4-D520-4A74-A272-339B3357B96B},"-74,11693285659385","4,6055677647790185"
40226,007105011,N,RESIDENCIAL,2024374,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9198EFE9-DBB5-44D1-BE80-80846884A396},"-74,07301742265288","4,61827708393438"
40239,004403075,N,RESIDENCIAL,1286850,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EEAE9C99-83A5-4E16-8ED1-750C8A4B21C1},"-74,12049678583116","4,599214330064767"
40244,004406020,N,RESIDENCIAL,1700000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A0D11EE2-C4EB-46D7-B157-91842C409423},"-74,1282952604225","4,599712222452425"
40245,004406024,N,RESIDENCIAL,1697549,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{05D4A0CC-C9FF-4DF8-A693-A08D81894295},"-74,12824084336897","4,6002146051249415"
40332,006202003,N,OFICINAS,2455966,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{28D5E46D-CCB9-46E5-8279-1D2F15C431C6},"-74,08274602039216","4,626305942999271"
40519,004408003,N,RESIDENCIAL,951377,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EF1F5804-916D-403E-8053-AF2041B761A2},"-74,12749122036877","4,605962555749019"
40528,004206069,N,RESIDENCIAL,1320638,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9A1210FA-0238-4225-BFBC-12A10EE05DEA},"-74,10977138740928","4,619654794077708"
40572,003102009,N,COMERCIO,2549397,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F1DB6157-7B1D-4DE7-8811-26F19EC1F232},"-74,07112164565268","4,6088225798352465"
40657,008221003,N,RESIDENCIAL,292500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{97CA5596-0FCA-48D9-9CAB-6122CFD4CAAE},"-74,05778777871308","4,631131182329309"
40792,002102078,N,RESIDENCIAL,1179671,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4521313F-0416-4994-A31F-4300BB2F6018},"-74,09533799197622","4,589686461846219"
40841,004111019,N,RESIDENCIAL,1720335,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{ADCC5240-6CF6-4874-A3E9-7A1D248ECDBB},"-74,09339458360918","4,598741501183077"
40859,003202019,N,RESIDENCIAL,544141,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{55A69294-ADCF-4573-B468-59F5A681CDAC},"-74,07824419800474","4,589002468868279"
40862,003215029,N,RESIDENCIAL,266950,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FC890224-EF3D-4770-B388-6284A42D604E},"-74,06731683866842","4,591036995838967"
40878,004401069,N,RESIDENCIAL,1324808,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{12280C98-5391-461C-B8FD-E8C28D17C926},"-74,1212810332209","4,6043108109275686"
40881,006208009,N,HOTELES,2782246,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A5278C8E-CBB4-46E2-967F-AD24E400825B},"-74,09469256249713","4,6299477790141"
40939,002101020,N,RESIDENCIAL,1259580,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9E624A93-ABAD-4DE8-82AF-5B6C89A1A462},"-74,09926257786346","4,5936775276264505"
40954,006205030,N,BODEGAS,1530000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{89D99A7A-5479-40EC-862B-E9F3769AE44E},"-74,09537947657807","4,623607061714715"
40955,004303013,N,RESIDENCIAL,1684107,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1B176F03-4206-4D65-8255-E96A01F8FED3},"-74,11530002236525","4,6196649250787205"
41008,003202018,N,RESIDENCIAL,522519,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{92546919-AD02-4DA3-80B8-4CBEC34AFA7B},"-74,07821343013767","4,589741313231819"
41011,007202063,N,RESIDENCIAL,2034116,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{378120E1-8E19-4416-AB30-E9A4A1FB5827},"-74,07453576039288","4,645999125172838"
41102,004210029,N,RESIDENCIAL,1296632,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{927CDEA7-FFFC-4B41-B2E5-F6A4774104A0},"-74,11281499594489","4,605949477978559"
41104,004210041,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8FDBDDE1-4686-4F9E-B544-5B0AED984EAE},"-74,11278655163436","4,607744821749936"
41105,004210043,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BCEC224C-BCC3-4B1A-8BDF-181DFA4A441C},"-74,11285922924058","4,607148706483245"
41150,003204019,N,RESIDENCIAL,673524,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B2262A55-D026-41A4-9DCE-16F18C4786B2},"-74,07198925603133","4,590704694358135"
41228,006212021,N,RESIDENCIAL,1661535,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6B634F72-3469-4AB9-BEA6-CA1440EFBFFC},"-74,11841498249147","4,635155568445195"
41242,004201014,N,BODEGAS,1457390,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9525ABB4-880E-4ACB-861D-BF1E0414A30B},"-74,09789271222785","4,6091514138998"
41289,006212031,N,BODEGAS,1689196,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CCC64ECE-11F0-40D3-8373-03C58BCB52FB},"-74,12048226281983","4,631438710792061"
41328,002107017,N,RESIDENCIAL,1360000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F50CD4A4-E0E2-4A52-8F00-ABFE1FC100CF},"-74,10694140848689","4,593614332941476"
41364,008110010,N,LOTES,212414,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{562368F7-DB0F-4947-ACF3-3F5D132C3A3D},"-74,05852430365238","4,627231775832731"
41417,005105003,N,RESIDENCIAL,2356534,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2E27981B-4929-4B42-8428-E45EE3B5EF24},"-74,07975176989564","4,6485735418979415"
41588,004206005,N,RESIDENCIAL,1536778,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{66EFF65C-956C-4953-9F48-68BACE2D9A5E},"-74,10736902254311","4,621174019957384"
41592,004206026,N,RESIDENCIAL,1541359,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{458CB563-A0A5-4D88-8FC8-E20DC7B28F10},"-74,11002088949037","4,620061710435623"
41593,004206027,N,RESIDENCIAL,1558057,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BC310572-C79B-4293-BF9F-6FEBD1893BD3},"-74,1106693337633","4,6192399659514995"
41674,003202002,N,OFICINAS,563667,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{56FF1F30-10D3-4B59-92E3-1037059FD8AC},"-74,08367302571078","4,589881974954688"
41720,008104005,N,RESIDENCIAL,715000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{87E7EC39-9971-4F29-8656-DE3B2997F24C},"-74,0649924600437","4,618617216150106"
41723,008104008,N,RESIDENCIAL,732560,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2BECA6E2-2949-47A6-B3F4-E5441C9CD45F},"-74,06533079754279","4,618002856791294"
41748,004501066,N,RESIDENCIAL,967600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{02F41390-B09F-4D49-89B4-FF338767030B},"-74,12977737629004","4,6281819101928"
41751,008104009,N,RESIDENCIAL,806380,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{925F88DB-A7F1-4883-9ABA-40E3468D9CBF},"-74,06561166593839","4,617050795342174"
41792,004501068,N,RESIDENCIAL,826521,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5843A43D-7DE4-414D-8F38-5B5336ABE0B5},"-74,12855257053074","4,627188298546875"
41795,008104019,N,RESIDENCIAL,715000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F1981F38-D6E3-4DE3-9076-F27B85AA0DFF},"-74,06382771962441","4,6184097514345295"
41800,008104025,N,RESIDENCIAL,715000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{10067F98-F458-4A79-97DD-E4B6E82A1CC6},"-74,06451155087493","4,616641208995535"
41824,004204016,N,RESIDENCIAL,1383893,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8958714B-002D-4DA4-90E5-BC9DDAAEE750},"-74,11509609848481","4,608244278076659"
41825,004501074,N,LOTES,127638,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AA92E031-6999-4DCC-ABBB-CEABE0ABD523},"-74,12749304011876","4,627628784834195"
41827,004501082,N,OTROS,1325000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B5CFADC8-C87D-4CE7-8799-24B52A0ED7AB},"-74,12679056427602","4,627837374761806"
41828,004204046,N,RESIDENCIAL,1538313,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E8AFE89E-0390-4B10-BFB1-56BDC4180505},"-74,11370022888562","4,610040415078068"
41837,008104032,N,RESIDENCIAL,739307,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{568AD813-B26D-4D29-9FA9-AC10D989C3C1},"-74,06386939473349","4,616556286651364"
41864,006203002,N,BODEGAS,1624218,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{783FFB93-C3AE-4107-87FC-40A5EDA02A9D},"-74,08535643985583","4,622977284928683"
41899,008205004,N,RESIDENCIAL,1921476,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3277376D-CA3C-457A-A6BC-F98F24B87955},"-74,05813395039212","4,646703287225324"
41935,002105006,N,BODEGAS,1759370,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{855ED302-B7B6-4349-8898-DB5C24A92DD4},"-74,10856499272622","4,5915319826387515"
41945,004303012,N,RESIDENCIAL,1684779,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C8A8A206-C016-4BB3-8B58-0EB163851C98},"-74,11472393457039","4,619073115927215"
42009,008205021,N,RESIDENCIAL,95281,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3C99FE99-EB5D-468D-8D27-44BAC86BF77C},"-74,05401401017906","4,639550064373476"
42013,008205032,N,LOTES,378061,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2DD6D163-2E9A-49EC-B8B2-00592A7B5E52},"-74,05463074582185","4,644238374630416"
42047,008205051,N,LOTES,52249,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5D894519-227B-4818-B35D-142C1751D085},"-74,05497535852896","4,639863219053381"
42050,006212034,N,RESIDENCIAL,2018186,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5C7F3DA9-0291-4194-B0BA-A58138E4ADE3},"-74,11968204125402","4,634588445659893"
42052,004209023,N,RESIDENCIAL,1695431,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FAD1C084-FFD5-4815-8C99-BF39168FD9C1},"-74,10915885212412","4,601101743870407"
42054,004501012,N,RESIDENCIAL,1114303,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{96BC53F8-D006-46E7-B238-CF43EAB7D546},"-74,13073316180034","4,628260144249569"
42077,008205060,N,RESIDENCIAL,278998,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A27482DA-E2C6-4F4E-86B3-DECC383A0840},"-74,05411287885605","4,640770186623065"
42078,008205061,N,LOTES,130770,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A98B71A3-C1E2-43BD-A0BD-950097386895},"-74,05402007821948","4,639204649841129"
42216,004401050,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BF790AB4-654D-47C6-B4A6-F2E68051382C},"-74,12316837473843","4,611060491618895"
42422,004210046,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DECAF569-6DFE-4191-888B-4C76A69AAD98},"-74,11415909528033","4,606175913549341"
42481,004105030,N,RESIDENCIAL,1505249,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2F774C8C-572D-44B6-A477-6C0DC230F3A1},"-74,0903099777806","4,5968110012368"
42485,003215023,N,RESIDENCIAL,218377,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C5B9D691-AC06-47E5-B493-BCA8ACB192DC},"-74,07008463655997","4,591339092600926"
